date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-02-03,-14,-16,0.0,8.7,2,72,11:48 PM,09:26 AM,08:20 AM,05:27 PM,-14,-22,-14,-22,31,29,95,0.0,1036,-14,10,101,18,Samara
2010-02-04,-15,-18,0.0,8.7,2,65,No moonrise,09:43 AM,08:19 AM,05:29 PM,-17,-25,-17,-25,30,16,94,0.0,1045,-15,10,84,16,Samara
2010-02-05,-12,-18,0.0,8.7,2,59,01:12 AM,10:03 AM,08:17 AM,05:31 PM,-16,-23,-15,-23,29,13,95,0.0,1047,-12,10,23,15,Samara
2010-02-06,-13,-21,0.0,8.7,1,52,02:32 AM,10:28 AM,08:15 AM,05:33 PM,-16,-23,-16,-23,19,37,97,0.0,1042,-13,4,27,9,Samara
2010-02-07,-12,-27,0.0,8.7,1,45,03:47 AM,11:01 AM,08:13 AM,05:35 PM,-21,-24,-21,-24,8,7,99,0.0,1042,-12,2,209,4,Samara
2010-02-08,-14,-27,0.0,8.7,1,38,04:51 AM,11:45 AM,08:12 AM,05:37 PM,-19,-25,-19,-25,19,25,94,0.0,1041,-14,6,156,10,Samara
2010-02-09,-15,-19,0.0,7.0,1,31,05:44 AM,12:39 PM,08:10 AM,05:39 PM,-17,-25,-16,-25,33,60,94,0.0,1043,-15,10,122,19,Samara
2010-02-10,-17,-22,0.0,8.7,2,25,06:24 AM,01:43 PM,08:08 AM,05:41 PM,-20,-29,-20,-29,28,15,93,0.0,1049,-17,10,122,15,Samara
2010-02-11,-18,-24,0.0,8.7,2,18,06:54 AM,02:51 PM,08:06 AM,05:43 PM,-22,-29,-21,-29,23,8,89,0.0,1053,-18,10,123,11,Samara
2010-02-12,-15,-21,0.0,8.7,2,11,07:16 AM,04:03 PM,08:04 AM,05:45 PM,-20,-25,-19,-25,17,3,86,0.0,1053,-15,10,159,9,Samara
2010-02-13,-13,-21,0.0,8.7,2,4,07:33 AM,05:14 PM,08:02 AM,05:46 PM,-19,-24,-17,-24,20,10,88,0.0,1049,-13,10,184,10,Samara
2010-02-14,-12,-19,0.0,8.7,2,2,07:48 AM,06:24 PM,08:00 AM,05:48 PM,-16,-24,-15,-24,38,8,92,0.0,1039,-12,10,159,21,Samara
2010-02-15,-6,-12,0.0,3.7,1,9,08:00 AM,07:35 PM,07:58 AM,05:50 PM,-9,-17,-8,-17,42,96,96,2.6,1023,-6,5,173,26,Samara
2010-02-16,-6,-8,17.1,3.7,1,16,08:11 AM,08:45 PM,07:56 AM,05:52 PM,-7,-12,-6,-12,25,100,97,20.1,1008,-6,2,123,16,Samara
2010-02-17,-6,-10,4.4,3.8,1,23,08:23 AM,09:57 PM,07:54 AM,05:54 PM,-8,-15,-7,-15,31,100,96,5.2,1004,-6,6,280,21,Samara
2010-02-18,-15,-24,0.0,5.4,1,29,08:36 AM,11:10 PM,07:52 AM,05:56 PM,-18,-25,-18,-25,21,61,98,0.0,1018,-15,3,277,11,Samara
